Query ID,Node Type,Filters,Execution Time
560,Index Scan,"(b,12800),(a,4)",0.005
561,Index Scan,"(b,12900),(a,4)",0.005
562,Index Scan,"(b,13000),(a,4)",0.005
563,Index Scan,"(b,13100),(a,4)",0.005
564,Index Scan,"(b,13200),(a,4)",0.005
565,Index Scan,"(b,13300),(a,4)",0.005
566,Index Scan,"(b,13400),(a,4)",0.005
567,Index Scan,"(b,13500),(a,4)",0.005
568,Index Scan,"(b,13600),(a,4)",0.005
569,Index Scan,"(b,13700),(a,4)",0.005
570,Index Scan,"(b,13800),(a,4)",0.005
571,Index Scan,"(b,13900),(a,4)",0.005
572,Index Scan,"(b,14000),(a,4)",0.005
573,Index Scan,"(b,14100),(a,4)",0.005
574,Index Scan,"(b,14200),(a,4)",0.005
575,Index Scan,"(b,14300),(a,4)",0.005
576,Index Scan,"(b,14400),(a,4)",0.005
577,Index Scan,"(b,100),(a,5)",0.081
578,Index Scan,"(b,200),(a,5)",0.007
579,Index Scan,"(b,300),(a,5)",0.007
580,Index Scan,"(b,400),(a,5)",0.006
581,Index Scan,"(b,500),(a,5)",0.008
582,Index Scan,"(b,600),(a,5)",0.007
583,Index Scan,"(b,700),(a,5)",0.007
584,Index Scan,"(b,800),(a,5)",0.007
585,Index Scan,"(b,900),(a,5)",0.008
586,Index Scan,"(b,1000),(a,5)",0.007
587,Index Scan,"(b,1100),(a,5)",0.007
588,Index Scan,"(b,1200),(a,5)",0.007
589,Index Scan,"(b,1300),(a,5)",0.007
590,Index Scan,"(b,1400),(a,5)",0.007
591,Index Scan,"(b,1500),(a,5)",0.007
592,Index Scan,"(b,1600),(a,5)",0.009
593,Index Scan,"(b,1700),(a,5)",0.022
594,Index Scan,"(b,1800),(a,5)",0.014
595,Index Scan,"(b,1900),(a,5)",0.007
596,Index Scan,"(b,2000),(a,5)",0.01
597,Index Scan,"(b,2100),(a,5)",0.011
598,Index Scan,"(b,2200),(a,5)",0.008
599,Index Scan,"(b,2300),(a,5)",0.007
600,Index Scan,"(b,2400),(a,5)",0.007
601,Index Scan,"(b,2500),(a,5)",0.008
602,Index Scan,"(b,2600),(a,5)",0.014
603,Index Scan,"(b,2700),(a,5)",0.008
604,Index Scan,"(b,2800),(a,5)",0.006
605,Index Scan,"(b,2900),(a,5)",0.008
606,Index Scan,"(b,3000),(a,5)",0.007
607,Index Scan,"(b,3100),(a,5)",0.007
608,Index Scan,"(b,3200),(a,5)",0.007
609,Index Scan,"(b,3300),(a,5)",0.007
610,Index Scan,"(b,3400),(a,5)",0.007
611,Index Scan,"(b,3500),(a,5)",0.007
612,Index Scan,"(b,3600),(a,5)",0.007
613,Index Scan,"(b,3700),(a,5)",0.007
614,Index Scan,"(b,3800),(a,5)",0.008
615,Index Scan,"(b,3900),(a,5)",0.009
616,Index Scan,"(b,4000),(a,5)",0.007
617,Index Scan,"(b,4100),(a,5)",0.018
618,Index Scan,"(b,4200),(a,5)",0.008
619,Index Scan,"(b,4300),(a,5)",0.007
620,Index Scan,"(b,4400),(a,5)",0.015
621,Index Scan,"(b,4500),(a,5)",0.008
622,Index Scan,"(b,4600),(a,5)",0.008
623,Index Scan,"(b,4700),(a,5)",0.016
624,Index Scan,"(b,4800),(a,5)",0.014
625,Index Scan,"(b,4900),(a,5)",0.007
626,Index Scan,"(b,5000),(a,5)",0.007
627,Index Scan,"(b,5100),(a,5)",0.015
628,Index Scan,"(b,5200),(a,5)",0.008
629,Index Scan,"(b,5300),(a,5)",0.007
630,Index Scan,"(b,5400),(a,5)",0.007
631,Index Scan,"(b,5500),(a,5)",0.007
632,Index Scan,"(b,5600),(a,5)",0.006
633,Index Scan,"(b,5700),(a,5)",0.016
634,Index Scan,"(b,5800),(a,5)",0.007
635,Index Scan,"(b,5900),(a,5)",0.007
636,Index Scan,"(b,6000),(a,5)",0.007
637,Index Scan,"(b,6100),(a,5)",0.007
638,Index Scan,"(b,6200),(a,5)",0.007
639,Index Scan,"(b,6300),(a,5)",0.007
640,Index Scan,"(b,6400),(a,5)",0.007
641,Index Scan,"(b,6500),(a,5)",0.011
642,Index Scan,"(b,6600),(a,5)",0.007
643,Index Scan,"(b,6700),(a,5)",0.007
644,Index Scan,"(b,6800),(a,5)",0.007
645,Index Scan,"(b,6900),(a,5)",0.008
646,Index Scan,"(b,7000),(a,5)",0.008
647,Index Scan,"(b,7100),(a,5)",0.007
648,Index Scan,"(b,7200),(a,5)",0.007
649,Index Scan,"(b,7300),(a,5)",0.008
650,Index Scan,"(b,7400),(a,5)",0.007
651,Index Scan,"(b,7500),(a,5)",0.007
652,Index Scan,"(b,7600),(a,5)",0.007
653,Index Scan,"(b,7700),(a,5)",0.008
654,Index Scan,"(b,7800),(a,5)",0.007
655,Index Scan,"(b,7900),(a,5)",0.007
656,Index Scan,"(b,8000),(a,5)",0.007
657,Index Scan,"(b,8100),(a,5)",0.007
658,Index Scan,"(b,8200),(a,5)",0.007
659,Index Scan,"(b,8300),(a,5)",0.007
660,Index Scan,"(b,8400),(a,5)",0.007
661,Index Scan,"(b,8500),(a,5)",0.008
662,Index Scan,"(b,8600),(a,5)",0.008
663,Index Scan,"(b,8700),(a,5)",0.007
664,Index Scan,"(b,8800),(a,5)",0.007
665,Index Scan,"(b,8900),(a,5)",0.008
666,Index Scan,"(b,9000),(a,5)",0.008
667,Index Scan,"(b,9100),(a,5)",0.007
668,Index Scan,"(b,9200),(a,5)",0.007
669,Index Scan,"(b,9300),(a,5)",0.007
670,Index Scan,"(b,9400),(a,5)",0.007
671,Index Scan,"(b,9500),(a,5)",0.007
672,Index Scan,"(b,9600),(a,5)",0.007
673,Index Scan,"(b,9700),(a,5)",0.007
674,Index Scan,"(b,9800),(a,5)",0.007
675,Index Scan,"(b,9900),(a,5)",0.007
676,Index Scan,"(b,10000),(a,5)",0.007
677,Index Scan,"(b,10100),(a,5)",0.007
678,Index Scan,"(b,10200),(a,5)",0.007
679,Index Scan,"(b,10300),(a,5)",0.007
680,Index Scan,"(b,10400),(a,5)",0.007
681,Index Scan,"(b,10500),(a,5)",0.007
682,Index Scan,"(b,10600),(a,5)",0.007
683,Index Scan,"(b,10700),(a,5)",0.007
684,Index Scan,"(b,10800),(a,5)",0.007
685,Index Scan,"(b,10900),(a,5)",0.007
686,Index Scan,"(b,11000),(a,5)",0.008
687,Index Scan,"(b,11100),(a,5)",0.007
688,Index Scan,"(b,11200),(a,5)",0.007
689,Index Scan,"(b,11300),(a,5)",0.007
690,Index Scan,"(b,11400),(a,5)",0.008
691,Index Scan,"(b,11500),(a,5)",0.007
692,Index Scan,"(b,11600),(a,5)",0.007
693,Index Scan,"(b,11700),(a,5)",0.007
694,Index Scan,"(b,11800),(a,5)",0.007
695,Index Scan,"(b,11900),(a,5)",0.007
696,Index Scan,"(b,12000),(a,5)",0.008
697,Index Scan,"(b,12100),(a,5)",0.01
698,Index Scan,"(b,12200),(a,5)",0.007
699,Index Scan,"(b,12300),(a,5)",0.007
700,Index Scan,"(b,12400),(a,5)",0.007
701,Index Scan,"(b,12500),(a,5)",0.008
702,Index Scan,"(b,12600),(a,5)",0.008
703,Index Scan,"(b,12700),(a,5)",0.015
704,Index Scan,"(b,12800),(a,5)",0.008
705,Index Scan,"(b,12900),(a,5)",0.007
706,Index Scan,"(b,13000),(a,5)",0.008
707,Index Scan,"(b,13100),(a,5)",0.008
708,Index Scan,"(b,13200),(a,5)",0.007
709,Index Scan,"(b,13300),(a,5)",0.008
710,Index Scan,"(b,13400),(a,5)",0.007
711,Index Scan,"(b,13500),(a,5)",0.007
712,Index Scan,"(b,13600),(a,5)",0.007
713,Index Scan,"(b,13700),(a,5)",0.007
714,Index Scan,"(b,13800),(a,5)",0.007
715,Index Scan,"(b,13900),(a,5)",0.007
716,Index Scan,"(b,14000),(a,5)",0.022
717,Index Scan,"(b,14100),(a,5)",0.006
718,Index Scan,"(b,14200),(a,5)",0.014
719,Index Scan,"(b,14300),(a,5)",0.008
720,Index Scan,"(b,14400),(a,5)",0.007
721,Index Scan,"(b,100),(a,6)",0.135
722,Index Scan,"(b,200),(a,6)",0.042
723,Index Scan,"(b,300),(a,6)",0.011
724,Index Scan,"(b,400),(a,6)",0.013
725,Index Scan,"(b,500),(a,6)",0.012
726,Index Scan,"(b,600),(a,6)",0.011
727,Index Scan,"(b,700),(a,6)",0.011
728,Index Scan,"(b,800),(a,6)",0.015
729,Index Scan,"(b,900),(a,6)",0.015
730,Index Scan,"(b,1000),(a,6)",0.016
731,Index Scan,"(b,1100),(a,6)",0.012
732,Index Scan,"(b,1200),(a,6)",0.011
733,Index Scan,"(b,1300),(a,6)",0.011
734,Index Scan,"(b,1400),(a,6)",0.011
735,Index Scan,"(b,1500),(a,6)",0.012
736,Index Scan,"(b,1600),(a,6)",0.012
737,Index Scan,"(b,1700),(a,6)",0.011
738,Index Scan,"(b,1800),(a,6)",0.011
739,Index Scan,"(b,1900),(a,6)",0.011
740,Index Scan,"(b,2000),(a,6)",0.012
741,Index Scan,"(b,2100),(a,6)",0.011
742,Index Scan,"(b,2200),(a,6)",0.011
743,Index Scan,"(b,2300),(a,6)",0.011
744,Index Scan,"(b,2400),(a,6)",0.012
745,Index Scan,"(b,2500),(a,6)",0.012
746,Index Scan,"(b,2600),(a,6)",0.011
747,Index Scan,"(b,2700),(a,6)",0.011
748,Index Scan,"(b,2800),(a,6)",0.012
749,Index Scan,"(b,2900),(a,6)",0.012
750,Index Scan,"(b,3000),(a,6)",0.011
751,Index Scan,"(b,3100),(a,6)",0.011
752,Index Scan,"(b,3200),(a,6)",0.012
753,Index Scan,"(b,3300),(a,6)",0.012
754,Index Scan,"(b,3400),(a,6)",0.013
755,Index Scan,"(b,3500),(a,6)",0.011
756,Index Scan,"(b,3600),(a,6)",0.011
757,Index Scan,"(b,3700),(a,6)",0.011
758,Index Scan,"(b,3800),(a,6)",0.011
759,Index Scan,"(b,3900),(a,6)",0.011
760,Index Scan,"(b,4000),(a,6)",0.012
761,Index Scan,"(b,4100),(a,6)",0.011
762,Index Scan,"(b,4200),(a,6)",0.011
763,Index Scan,"(b,4300),(a,6)",0.011
764,Index Scan,"(b,4400),(a,6)",0.011
765,Index Scan,"(b,4500),(a,6)",0.011
766,Index Scan,"(b,4600),(a,6)",0.011
767,Index Scan,"(b,4700),(a,6)",0.011
768,Index Scan,"(b,4800),(a,6)",0.011
769,Index Scan,"(b,4900),(a,6)",0.011
770,Index Scan,"(b,5000),(a,6)",0.012
771,Index Scan,"(b,5100),(a,6)",0.012
772,Index Scan,"(b,5200),(a,6)",0.012
773,Index Scan,"(b,5300),(a,6)",0.011
774,Index Scan,"(b,5400),(a,6)",0.012
775,Index Scan,"(b,5500),(a,6)",0.011
776,Index Scan,"(b,5600),(a,6)",0.011
777,Index Scan,"(b,5700),(a,6)",0.011
778,Index Scan,"(b,5800),(a,6)",0.011
779,Index Scan,"(b,5900),(a,6)",0.021
780,Index Scan,"(b,6000),(a,6)",0.014
781,Index Scan,"(b,6100),(a,6)",0.012
782,Index Scan,"(b,6200),(a,6)",0.011
783,Index Scan,"(b,6300),(a,6)",0.011
784,Index Scan,"(b,6400),(a,6)",0.011
785,Index Scan,"(b,6500),(a,6)",0.015
786,Index Scan,"(b,6600),(a,6)",0.012
787,Index Scan,"(b,6700),(a,6)",0.014
788,Index Scan,"(b,6800),(a,6)",0.012
789,Index Scan,"(b,6900),(a,6)",0.011
790,Index Scan,"(b,7000),(a,6)",0.011
791,Index Scan,"(b,7100),(a,6)",0.026
792,Index Scan,"(b,7200),(a,6)",0.024
793,Index Scan,"(b,7300),(a,6)",0.011
794,Index Scan,"(b,7400),(a,6)",0.014
795,Index Scan,"(b,7500),(a,6)",0.015
796,Index Scan,"(b,7600),(a,6)",0.014
797,Index Scan,"(b,7700),(a,6)",0.011
798,Index Scan,"(b,7800),(a,6)",0.011
799,Index Scan,"(b,7900),(a,6)",0.012
800,Index Scan,"(b,8000),(a,6)",0.012
801,Index Scan,"(b,8100),(a,6)",0.019
802,Index Scan,"(b,8200),(a,6)",0.011
803,Index Scan,"(b,8300),(a,6)",0.014
804,Index Scan,"(b,8400),(a,6)",0.012
805,Index Scan,"(b,8500),(a,6)",0.027
806,Index Scan,"(b,8600),(a,6)",0.011
807,Index Scan,"(b,8700),(a,6)",0.011
808,Index Scan,"(b,8800),(a,6)",0.024
809,Index Scan,"(b,8900),(a,6)",0.011
810,Index Scan,"(b,9000),(a,6)",0.011
811,Index Scan,"(b,9100),(a,6)",0.011
812,Index Scan,"(b,9200),(a,6)",0.016
813,Index Scan,"(b,9300),(a,6)",0.012
814,Index Scan,"(b,9400),(a,6)",0.019
815,Index Scan,"(b,9500),(a,6)",0.012
816,Index Scan,"(b,9600),(a,6)",0.011
817,Index Scan,"(b,9700),(a,6)",0.011
818,Index Scan,"(b,9800),(a,6)",0.011
819,Index Scan,"(b,9900),(a,6)",0.013
820,Index Scan,"(b,10000),(a,6)",0.011
821,Index Scan,"(b,10100),(a,6)",0.011
822,Index Scan,"(b,10200),(a,6)",0.012
823,Index Scan,"(b,10300),(a,6)",0.014
824,Index Scan,"(b,10400),(a,6)",0.011
825,Index Scan,"(b,10500),(a,6)",0.012
826,Index Scan,"(b,10600),(a,6)",0.011
827,Index Scan,"(b,10700),(a,6)",0.011
828,Index Scan,"(b,10800),(a,6)",0.011
829,Index Scan,"(b,10900),(a,6)",0.012
830,Index Scan,"(b,11000),(a,6)",0.015
831,Index Scan,"(b,11100),(a,6)",0.012
832,Index Scan,"(b,11200),(a,6)",0.012
833,Index Scan,"(b,11300),(a,6)",0.011
834,Index Scan,"(b,11400),(a,6)",0.011
835,Index Scan,"(b,11500),(a,6)",0.012
836,Index Scan,"(b,11600),(a,6)",0.011
837,Index Scan,"(b,11700),(a,6)",0.011
838,Index Scan,"(b,11800),(a,6)",0.011
839,Index Scan,"(b,11900),(a,6)",0.011
840,Index Scan,"(b,12000),(a,6)",0.012
841,Index Scan,"(b,12100),(a,6)",0.012
842,Index Scan,"(b,12200),(a,6)",0.012
843,Index Scan,"(b,12300),(a,6)",0.011
844,Index Scan,"(b,12400),(a,6)",0.012
845,Index Scan,"(b,12500),(a,6)",0.011
846,Index Scan,"(b,12600),(a,6)",0.012
847,Index Scan,"(b,12700),(a,6)",0.012
848,Index Scan,"(b,12800),(a,6)",0.012
849,Index Scan,"(b,12900),(a,6)",0.012
850,Index Scan,"(b,13000),(a,6)",0.012
851,Index Scan,"(b,13100),(a,6)",0.012
852,Index Scan,"(b,13200),(a,6)",0.012
853,Index Scan,"(b,13300),(a,6)",0.011
854,Index Scan,"(b,13400),(a,6)",0.011
855,Index Scan,"(b,13500),(a,6)",0.012
856,Index Scan,"(b,13600),(a,6)",0.011
857,Index Scan,"(b,13700),(a,6)",0.011
858,Index Scan,"(b,13800),(a,6)",0.012
859,Index Scan,"(b,13900),(a,6)",0.012
860,Index Scan,"(b,14000),(a,6)",0.011
861,Index Scan,"(b,14100),(a,6)",0.012
862,Index Scan,"(b,14200),(a,6)",0.011
863,Index Scan,"(b,14300),(a,6)",0.011
864,Index Scan,"(b,14400),(a,6)",0.011
865,Index Scan,"(b,100),(a,7)",0.252
866,Index Scan,"(b,200),(a,7)",0.02
867,Index Scan,"(b,300),(a,7)",0.019
868,Index Scan,"(b,400),(a,7)",0.019
869,Index Scan,"(b,500),(a,7)",0.02
870,Index Scan,"(b,600),(a,7)",0.02
871,Index Scan,"(b,700),(a,7)",0.019
872,Index Scan,"(b,800),(a,7)",0.019
873,Index Scan,"(b,900),(a,7)",0.02
874,Index Scan,"(b,1000),(a,7)",0.019
875,Index Scan,"(b,1100),(a,7)",0.018
876,Index Scan,"(b,1200),(a,7)",0.02
877,Index Scan,"(b,1300),(a,7)",0.019
878,Index Scan,"(b,1400),(a,7)",0.02
879,Index Scan,"(b,1500),(a,7)",0.02
880,Index Scan,"(b,1600),(a,7)",0.019
881,Index Scan,"(b,1700),(a,7)",0.019
882,Index Scan,"(b,1800),(a,7)",0.019
883,Index Scan,"(b,1900),(a,7)",0.019
884,Index Scan,"(b,2000),(a,7)",0.019
885,Index Scan,"(b,2100),(a,7)",0.022
886,Index Scan,"(b,2200),(a,7)",0.019
887,Index Scan,"(b,2300),(a,7)",0.02
888,Index Scan,"(b,2400),(a,7)",0.02
889,Index Scan,"(b,2500),(a,7)",0.021
890,Index Scan,"(b,2600),(a,7)",0.02
891,Index Scan,"(b,2700),(a,7)",0.02
892,Index Scan,"(b,2800),(a,7)",0.019
893,Index Scan,"(b,2900),(a,7)",0.019
894,Index Scan,"(b,3000),(a,7)",0.021
895,Index Scan,"(b,3100),(a,7)",0.02
896,Index Scan,"(b,3200),(a,7)",0.02
897,Index Scan,"(b,3300),(a,7)",0.019
898,Index Scan,"(b,3400),(a,7)",0.019
899,Index Scan,"(b,3500),(a,7)",0.019
900,Index Scan,"(b,3600),(a,7)",0.02
901,Index Scan,"(b,3700),(a,7)",0.02
902,Index Scan,"(b,3800),(a,7)",0.019
903,Index Scan,"(b,3900),(a,7)",0.019
904,Index Scan,"(b,4000),(a,7)",0.019
905,Index Scan,"(b,4100),(a,7)",0.033
906,Index Scan,"(b,4200),(a,7)",0.021
907,Index Scan,"(b,4300),(a,7)",0.02
908,Index Scan,"(b,4400),(a,7)",0.02
909,Index Scan,"(b,4500),(a,7)",0.02
910,Index Scan,"(b,4600),(a,7)",0.02
911,Index Scan,"(b,4700),(a,7)",0.019
912,Index Scan,"(b,4800),(a,7)",0.019
913,Index Scan,"(b,4900),(a,7)",0.019
914,Index Scan,"(b,5000),(a,7)",0.023
915,Index Scan,"(b,5100),(a,7)",0.022
916,Index Scan,"(b,5200),(a,7)",0.074
917,Index Scan,"(b,5300),(a,7)",0.019
918,Index Scan,"(b,5400),(a,7)",0.04
919,Index Scan,"(b,5500),(a,7)",0.02
920,Index Scan,"(b,5600),(a,7)",0.019
921,Index Scan,"(b,5700),(a,7)",0.019
922,Index Scan,"(b,5800),(a,7)",0.019
923,Index Scan,"(b,5900),(a,7)",0.018
924,Index Scan,"(b,6000),(a,7)",0.019
925,Index Scan,"(b,6100),(a,7)",0.02
926,Index Scan,"(b,6200),(a,7)",0.02
927,Index Scan,"(b,6300),(a,7)",0.019
928,Index Scan,"(b,6400),(a,7)",0.02
929,Index Scan,"(b,6500),(a,7)",0.02
930,Index Scan,"(b,6600),(a,7)",0.02
931,Index Scan,"(b,6700),(a,7)",0.018
932,Index Scan,"(b,6800),(a,7)",0.021
933,Index Scan,"(b,6900),(a,7)",0.019
934,Index Scan,"(b,7000),(a,7)",0.02
935,Index Scan,"(b,7100),(a,7)",0.019
936,Index Scan,"(b,7200),(a,7)",0.019
937,Index Scan,"(b,7300),(a,7)",0.019
938,Index Scan,"(b,7400),(a,7)",0.019
939,Index Scan,"(b,7500),(a,7)",0.019
940,Index Scan,"(b,7600),(a,7)",0.02
941,Index Scan,"(b,7700),(a,7)",0.019
942,Index Scan,"(b,7800),(a,7)",0.019
943,Index Scan,"(b,7900),(a,7)",0.02
944,Index Scan,"(b,8000),(a,7)",0.019
945,Index Scan,"(b,8100),(a,7)",0.02
946,Index Scan,"(b,8200),(a,7)",0.019
947,Index Scan,"(b,8300),(a,7)",0.019
948,Index Scan,"(b,8400),(a,7)",0.019
949,Index Scan,"(b,8500),(a,7)",0.02
950,Index Scan,"(b,8600),(a,7)",0.019
951,Index Scan,"(b,8700),(a,7)",0.019
952,Index Scan,"(b,8800),(a,7)",0.02
953,Index Scan,"(b,8900),(a,7)",0.019
954,Index Scan,"(b,9000),(a,7)",0.02
955,Index Scan,"(b,9100),(a,7)",0.019
956,Index Scan,"(b,9200),(a,7)",0.019
957,Index Scan,"(b,9300),(a,7)",0.019
958,Index Scan,"(b,9400),(a,7)",0.02
959,Index Scan,"(b,9500),(a,7)",0.02
960,Index Scan,"(b,9600),(a,7)",0.037
961,Index Scan,"(b,9700),(a,7)",0.019
962,Index Scan,"(b,9800),(a,7)",0.021
963,Index Scan,"(b,9900),(a,7)",0.04
964,Index Scan,"(b,10000),(a,7)",0.02
965,Index Scan,"(b,10100),(a,7)",0.04
966,Index Scan,"(b,10200),(a,7)",0.019
967,Index Scan,"(b,10300),(a,7)",0.022
968,Index Scan,"(b,10400),(a,7)",0.042
969,Index Scan,"(b,10500),(a,7)",0.021
970,Index Scan,"(b,10600),(a,7)",0.02
971,Index Scan,"(b,10700),(a,7)",0.019
972,Index Scan,"(b,10800),(a,7)",0.046
973,Index Scan,"(b,10900),(a,7)",0.02
974,Index Scan,"(b,11000),(a,7)",0.02
975,Index Scan,"(b,11100),(a,7)",0.019
976,Index Scan,"(b,11200),(a,7)",0.021
977,Index Scan,"(b,11300),(a,7)",0.019
978,Index Scan,"(b,11400),(a,7)",0.019
979,Index Scan,"(b,11500),(a,7)",0.019
980,Index Scan,"(b,11600),(a,7)",0.019
981,Index Scan,"(b,11700),(a,7)",0.019
982,Index Scan,"(b,11800),(a,7)",0.019
983,Index Scan,"(b,11900),(a,7)",0.019
984,Index Scan,"(b,12000),(a,7)",0.019
985,Index Scan,"(b,12100),(a,7)",0.021
986,Index Scan,"(b,12200),(a,7)",0.019
987,Index Scan,"(b,12300),(a,7)",0.027
988,Index Scan,"(b,12400),(a,7)",0.02
989,Index Scan,"(b,12500),(a,7)",0.024
990,Index Scan,"(b,12600),(a,7)",0.019
991,Index Scan,"(b,12700),(a,7)",0.019
992,Index Scan,"(b,12800),(a,7)",0.019
993,Index Scan,"(b,12900),(a,7)",0.019
994,Index Scan,"(b,13000),(a,7)",0.032
995,Index Scan,"(b,13100),(a,7)",0.019
996,Index Scan,"(b,13200),(a,7)",0.019
997,Index Scan,"(b,13300),(a,7)",0.038
998,Index Scan,"(b,13400),(a,7)",0.02
999,Index Scan,"(b,13500),(a,7)",0.019
1000,Index Scan,"(b,13600),(a,7)",0.019
1001,Index Scan,"(b,13700),(a,7)",0.019
1002,Index Scan,"(b,13800),(a,7)",0.029
1003,Index Scan,"(b,13900),(a,7)",0.024
1004,Index Scan,"(b,14000),(a,7)",0.019
1005,Index Scan,"(b,14100),(a,7)",0.02
1006,Index Scan,"(b,14200),(a,7)",0.019
1007,Index Scan,"(b,14300),(a,7)",0.019
1008,Index Scan,"(b,14400),(a,7)",0.019
1009,Index Scan,"(b,100),(a,8)",0.478
1010,Index Scan,"(b,200),(a,8)",0.035
1011,Index Scan,"(b,300),(a,8)",0.035
1012,Index Scan,"(b,400),(a,8)",0.034
1013,Index Scan,"(b,500),(a,8)",0.036
1014,Index Scan,"(b,600),(a,8)",0.035
1015,Index Scan,"(b,700),(a,8)",0.035
1016,Index Scan,"(b,800),(a,8)",0.034
1017,Index Scan,"(b,900),(a,8)",0.034
1018,Index Scan,"(b,1000),(a,8)",0.035
1019,Index Scan,"(b,1100),(a,8)",0.034
1020,Index Scan,"(b,1200),(a,8)",0.035
1021,Index Scan,"(b,1300),(a,8)",0.035
1022,Index Scan,"(b,1400),(a,8)",0.034
1023,Index Scan,"(b,1500),(a,8)",0.034
1024,Index Scan,"(b,1600),(a,8)",0.034
1025,Index Scan,"(b,1700),(a,8)",0.035
1026,Index Scan,"(b,1800),(a,8)",0.034
1027,Index Scan,"(b,1900),(a,8)",0.034
1028,Index Scan,"(b,2000),(a,8)",0.035
1029,Index Scan,"(b,2100),(a,8)",0.034
1030,Index Scan,"(b,2200),(a,8)",0.035
1031,Index Scan,"(b,2300),(a,8)",0.035
1032,Index Scan,"(b,2400),(a,8)",0.035
1033,Index Scan,"(b,2500),(a,8)",0.034
1034,Index Scan,"(b,2600),(a,8)",0.035
1035,Index Scan,"(b,2700),(a,8)",0.035
1036,Index Scan,"(b,2800),(a,8)",0.034
1037,Index Scan,"(b,2900),(a,8)",0.035
1038,Index Scan,"(b,3000),(a,8)",0.034
1039,Index Scan,"(b,3100),(a,8)",0.034
1040,Index Scan,"(b,3200),(a,8)",0.034
1041,Index Scan,"(b,3300),(a,8)",0.036
1042,Index Scan,"(b,3400),(a,8)",0.034
1043,Index Scan,"(b,3500),(a,8)",0.036
1044,Index Scan,"(b,3600),(a,8)",0.034
1045,Index Scan,"(b,3700),(a,8)",0.035
1046,Index Scan,"(b,3800),(a,8)",0.035
1047,Index Scan,"(b,3900),(a,8)",0.035
1048,Index Scan,"(b,4000),(a,8)",0.034
1049,Index Scan,"(b,4100),(a,8)",0.035
1050,Index Scan,"(b,4200),(a,8)",0.034
1051,Index Scan,"(b,4300),(a,8)",0.034
1052,Index Scan,"(b,4400),(a,8)",0.034
1053,Index Scan,"(b,4500),(a,8)",0.035
1054,Index Scan,"(b,4600),(a,8)",0.034
1055,Index Scan,"(b,4700),(a,8)",0.036
1056,Index Scan,"(b,4800),(a,8)",0.036
1057,Index Scan,"(b,4900),(a,8)",0.035
1058,Index Scan,"(b,5000),(a,8)",0.036
1059,Index Scan,"(b,5100),(a,8)",0.035
1060,Index Scan,"(b,5200),(a,8)",0.079
1061,Index Scan,"(b,5300),(a,8)",0.037
1062,Index Scan,"(b,5400),(a,8)",0.036
1063,Index Scan,"(b,5500),(a,8)",0.038
1064,Index Scan,"(b,5600),(a,8)",0.037
1065,Index Scan,"(b,5700),(a,8)",0.035
1066,Index Scan,"(b,5800),(a,8)",0.12
1067,Index Scan,"(b,5900),(a,8)",0.067
1068,Index Scan,"(b,6000),(a,8)",0.039
1069,Index Scan,"(b,6100),(a,8)",0.035
1070,Index Scan,"(b,6200),(a,8)",0.036
1071,Index Scan,"(b,6300),(a,8)",0.037
1072,Index Scan,"(b,6400),(a,8)",0.035
1073,Index Scan,"(b,6500),(a,8)",0.035
1074,Index Scan,"(b,6600),(a,8)",0.035
1075,Index Scan,"(b,6700),(a,8)",0.036
1076,Index Scan,"(b,6800),(a,8)",0.042
1077,Index Scan,"(b,6900),(a,8)",0.036
1078,Index Scan,"(b,7000),(a,8)",0.035
1079,Index Scan,"(b,7100),(a,8)",0.043
1080,Index Scan,"(b,7200),(a,8)",0.036
1081,Index Scan,"(b,7300),(a,8)",0.036
1082,Index Scan,"(b,7400),(a,8)",0.036
1083,Index Scan,"(b,7500),(a,8)",0.037
1084,Index Scan,"(b,7600),(a,8)",0.042
1085,Index Scan,"(b,7700),(a,8)",0.038
1086,Index Scan,"(b,7800),(a,8)",0.037
1087,Index Scan,"(b,7900),(a,8)",0.034
1088,Index Scan,"(b,8000),(a,8)",0.036
1089,Index Scan,"(b,8100),(a,8)",0.046
1090,Index Scan,"(b,8200),(a,8)",0.037
1091,Index Scan,"(b,8300),(a,8)",0.103
1092,Index Scan,"(b,8400),(a,8)",0.033
1093,Index Scan,"(b,8500),(a,8)",0.085
1094,Index Scan,"(b,8600),(a,8)",0.038
1095,Index Scan,"(b,8700),(a,8)",0.038
1096,Index Scan,"(b,8800),(a,8)",0.07
1097,Index Scan,"(b,8900),(a,8)",0.035
1098,Index Scan,"(b,9000),(a,8)",0.07
1099,Index Scan,"(b,9100),(a,8)",0.035
1100,Index Scan,"(b,9200),(a,8)",0.035
1101,Index Scan,"(b,9300),(a,8)",0.036
1102,Index Scan,"(b,9400),(a,8)",0.039
1103,Index Scan,"(b,9500),(a,8)",0.035
1104,Index Scan,"(b,9600),(a,8)",0.035
1105,Index Scan,"(b,9700),(a,8)",0.035
1106,Index Scan,"(b,9800),(a,8)",0.035
1107,Index Scan,"(b,9900),(a,8)",0.035
1108,Index Scan,"(b,10000),(a,8)",0.034
1109,Index Scan,"(b,10100),(a,8)",0.036
1110,Index Scan,"(b,10200),(a,8)",0.035
1111,Index Scan,"(b,10300),(a,8)",0.04
1112,Index Scan,"(b,10400),(a,8)",0.035
1113,Index Scan,"(b,10500),(a,8)",0.041
1114,Index Scan,"(b,10600),(a,8)",0.034
1115,Index Scan,"(b,10700),(a,8)",0.036
